workerID,gender,nativeLanguage,income,age,sentenceID,domain,numberType,utteredPrice,inferredPrice,probOpinion,order,buyer,roundedInferredPrice,inferredNumberType
A25CAT0W9W97Z8,M,english,4,35,52,headphones,round,200,50,0.9,20,Matt,50,
A25CAT0W9W97Z8,M,english,4,35,49,headphones,round,20,20,0.125,21,Jordan,20,
A25CAT0W9W97Z8,M,english,4,35,33,sweater,round,20,20,0.25,22,Martin,20,
A25CAT0W9W97Z8,M,english,4,35,65,watch,round,20,20,0.125,23,Charles,20,
A25CAT0W9W97Z8,M,english,4,35,81,laptop,round,20,300,0.025,24,Ian,300,
A25CAT0W9W97Z8,M,english,4,35,88,laptop,round,10000,1000,0.975,25,Will,1000,
A25CAT0W9W97Z8,M,english,4,35,48,sweater,sharp,9997,75,1,26,Isaac,80,
A25CAT0W9W97Z8,M,english,4,35,94,laptop,sharp,1001,1001,0.5,27,Richard,1000,
A25CAT0W9W97Z8,M,english,4,35,66,watch,round,50,50,0.475,28,Brian,50,
A25CAT0W9W97Z8,M,english,4,35,87,laptop,round,2000,2000,0.75,29,Rodney,2000,
A25CAT0W9W97Z8,M,english,4,35,74,watch,sharp,53,53,0.55,30,Howard,50,
A25CAT0W9W97Z8,M,english,4,35,96,laptop,sharp,10002,1000,1,31,Leon,1000,
A25CAT0W9W97Z8,M,english,4,35,50,headphones,round,50,50,0.625,32,Keith,50,
A3RWGA5U2C08RV,F,English,8,55,65,watch,round,20,20,0.2,1,Charles,20,
A3RWGA5U2C08RV,F,English,8,55,39,sweater,round,2000,50,0.75,2,Ted,50,
A3RWGA5U2C08RV,F,English,8,55,52,headphones,round,200,200,0.6,3,Matt,200,
A3RWGA5U2C08RV,F,English,8,55,93,laptop,sharp,497,500,0.425,4,Joseph,500,
A3RWGA5U2C08RV,F,English,8,55,95,laptop,sharp,2003,800,0.875,5,Carl,800,
A3RWGA5U2C08RV,F,English,8,55,58,headphones,sharp,49,50,0.325,6,Tim,50,
A3RWGA5U2C08RV,F,English,8,55,94,laptop,sharp,1003,1003,0.625,7,Richard,1000,
A3RWGA5U2C08RV,F,English,8,55,41,sweater,sharp,22,22,0.175,8,Bart,20,
A3RWGA5U2C08RV,F,English,8,55,48,sweater,sharp,10003,75,0.875,9,Isaac,80,
A3RWGA5U2C08RV,F,English,8,55,67,watch,round,100,100,0.55,10,Adam,100,
A3RWGA5U2C08RV,F,English,8,55,68,watch,round,200,200,0.525,11,Michael,200,
A3RWGA5U2C08RV,F,English,8,55,31,coffeemaker,sharp,1997,197,0.8,12,Kenneth,200,
A3RWGA5U2C08RV,F,English,8,55,75,watch,sharp,98,98,0.45,13,Todd,100,
A3RWGA5U2C08RV,F,English,8,55,40,sweater,round,10000,100,0.875,14,Andrew,100,
A3RWGA5U2C08RV,F,English,8,55,59,headphones,sharp,99,99,0.375,15,Aaron,100,
A3RWGA5U2C08RV,F,English,8,55,32,coffeemaker,sharp,10002,202,0.875,16,Larry,200,
A3RWGA5U2C08RV,F,English,8,55,51,headphones,round,100,100,0.525,17,Laurence,100,
A3RWGA5U2C08RV,F,English,8,55,66,watch,round,50,50,0.125,18,Brian,50,
A3RWGA5U2C08RV,F,English,8,55,5,electrickettle,round,500,75,0.95,19,Ed,80,
A3RWGA5U2C08RV,F,English,8,55,49,headphones,round,20,20,0.275,20,Jordan,20,
A3RWGA5U2C08RV,F,English,8,55,96,laptop,sharp,9998,999,0.95,21,Leon,1000,
A3RWGA5U2C08RV,F,English,8,55,54,headphones,round,1000,100,0.975,22,Oliver,100,
A3RWGA5U2C08RV,F,English,8,55,76,watch,sharp,198,198,0.275,23,Alan,200,
A3RWGA5U2C08RV,F,English,8,55,10,electrickettle,sharp,49,49,0.35,24,Jake,50,
A3RWGA5U2C08RV,F,English,8,55,79,watch,sharp,1997,197,0.85,25,Tom,200,
A3RWGA5U2C08RV,F,English,8,55,7,electrickettle,round,2000,50,0.925,26,George,50,
A3RWGA5U2C08RV,F,English,8,55,85,laptop,round,500,500,0.45,27,Dean,500,
A3RWGA5U2C08RV,F,English,8,55,22,coffeemaker,round,1000,100,0.925,28,Barry,100,
A3RWGA5U2C08RV,F,English,8,55,24,coffeemaker,round,10000,100,0.975,29,Darren,100,
A3RWGA5U2C08RV,F,English,8,55,84,laptop,round,200,300,0.125,30,Zach,300,
A3RWGA5U2C08RV,F,English,8,55,8,electrickettle,round,10000,100,0.975,31,Harry,100,
A3RWGA5U2C08RV,F,English,8,55,30,coffeemaker,sharp,1003,100,1,32,Jerry,100,
A248LF7KKHXZ14,F,english,11,45,78,watch,sharp,1003,1002.99,0.25,1,Ray,1000,
A248LF7KKHXZ14,F,english,11,45,29,coffeemaker,sharp,499,499,0.25,2,Irvin,500,
A248LF7KKHXZ14,F,english,11,45,40,sweater,round,10000,10000,0.25,3,Andrew,10000,
A248LF7KKHXZ14,F,english,11,45,14,electrickettle,sharp,1001,1001,0.25,4,Ned,1000,
A248LF7KKHXZ14,F,english,11,45,16,electrickettle,sharp,10002,10002,0.25,5,Paul,10000,
A248LF7KKHXZ14,F,english,11,45,8,electrickettle,round,10000,9999.99,0.225,6,Harry,10000,
A248LF7KKHXZ14,F,english,11,45,13,electrickettle,sharp,497,497,0.25,7,Mark,500,
A248LF7KKHXZ14,F,english,11,45,81,laptop,round,20,19.99,0,8,Ian,20,
A248LF7KKHXZ14,F,english,11,45,50,headphones,round,50,50,0.025,9,Keith,50,
A248LF7KKHXZ14,F,english,11,45,27,coffeemaker,sharp,99,98.99,0.25,10,Gabe,100,
A248LF7KKHXZ14,F,english,11,45,10,electrickettle,sharp,52,52,0,11,Jake,50,
A248LF7KKHXZ14,F,english,11,45,80,watch,sharp,9999,9998.99,0.5,12,Rick,10000,
A248LF7KKHXZ14,F,english,11,45,5,electrickettle,round,500,500,0.5,13,Ed,500,
A248LF7KKHXZ14,F,english,11,45,85,laptop,round,500,499.99,0.5,14,Dean,500,
A248LF7KKHXZ14,F,english,11,45,25,coffeemaker,sharp,18,17.99,0.025,15,Eli,20,
A248LF7KKHXZ14,F,english,11,45,20,coffeemaker,round,200,199.99,0.275,16,Victor,200,
A248LF7KKHXZ14,F,english,11,45,37,sweater,round,500,500,0.5,17,Ron,500,
A248LF7KKHXZ14,F,english,11,45,48,sweater,sharp,10001,10001,0.25,18,Isaac,10000,
A248LF7KKHXZ14,F,english,11,45,6,electrickettle,round,1000,999.99,0.275,19,Frank,1000,
A248LF7KKHXZ14,F,english,11,45,83,laptop,round,100,99.99,0.025,20,Sean,100,
A248LF7KKHXZ14,F,english,11,45,65,watch,round,20,19.99,0.05,21,Charles,20,
A248LF7KKHXZ14,F,english,11,45,90,laptop,sharp,47,47,0.025,22,Roger,50,
A248LF7KKHXZ14,F,english,11,45,51,headphones,round,100,99.99,0.2,23,Laurence,100,
A248LF7KKHXZ14,F,english,11,45,67,watch,round,100,99.99,0.1,24,Adam,100,
A248LF7KKHXZ14,F,english,11,45,84,laptop,round,200,199.99,0.175,25,Zach,200,
A248LF7KKHXZ14,F,english,11,45,56,headphones,round,10000,9999.99,0.5,26,Russell,10000,
A248LF7KKHXZ14,F,english,11,45,31,coffeemaker,sharp,2003,2003,0.725,27,Kenneth,2000,
A248LF7KKHXZ14,F,english,11,45,76,watch,sharp,202,202,0.25,28,Alan,200,
A248LF7KKHXZ14,F,english,11,45,39,sweater,round,2000,2000,0.525,29,Ted,2000,
A248LF7KKHXZ14,F,english,11,45,53,headphones,round,500,500,0.375,30,Norman,500,
A248LF7KKHXZ14,F,english,11,45,96,laptop,sharp,9998,9998,0.5,31,Leon,10000,
A248LF7KKHXZ14,F,english,11,45,15,electrickettle,sharp,2002,2002,0.55,32,Owen,2000,
AETIZKQNUSBLB,M,english,4,25,21,coffeemaker,round,500,100,0.75,1,Albert,100,
AETIZKQNUSBLB,M,english,4,25,68,watch,round,200,200,0.25,2,Michael,200,
AETIZKQNUSBLB,M,english,4,25,5,electrickettle,round,500,50,1,3,Ed,50,
AETIZKQNUSBLB,M,english,4,25,12,electrickettle,sharp,201,100,0.75,4,Luke,100,
AETIZKQNUSBLB,M,english,4,25,94,laptop,sharp,1002,1002,0.25,5,Richard,1000,
AETIZKQNUSBLB,M,english,4,25,55,headphones,round,2000,200,1,6,Phillip,200,
AETIZKQNUSBLB,M,english,4,25,26,coffeemaker,sharp,52,52,0.225,7,Felix,50,
AETIZKQNUSBLB,M,english,4,25,34,sweater,round,50,50,0.25,8,Nelson,50,
AETIZKQNUSBLB,M,english,4,25,15,electrickettle,sharp,2003,100,1,9,Owen,100,
AETIZKQNUSBLB,M,english,4,25,70,watch,round,1000,1000,0.35,10,John,1000,
AETIZKQNUSBLB,M,english,4,25,16,electrickettle,sharp,9997,100,1,11,Paul,100,
AETIZKQNUSBLB,M,english,4,25,30,coffeemaker,sharp,997,150,1,12,Jerry,150,
AETIZKQNUSBLB,M,english,4,25,3,electrickettle,round,100,100,0.25,13,Calvin,100,
AETIZKQNUSBLB,M,english,4,25,56,headphones,round,10000,100,1,14,Russell,100,
AETIZKQNUSBLB,M,english,4,25,71,watch,round,2000,500,1,15,Douglas,500,
AETIZKQNUSBLB,M,english,4,25,18,coffeemaker,round,50,50,0.2,16,Steve,50,
AETIZKQNUSBLB,M,english,4,25,22,coffeemaker,round,1000,150,1,17,Barry,150,
AETIZKQNUSBLB,M,english,4,25,64,headphones,sharp,10001,150,0.95,18,Chris,150,
AETIZKQNUSBLB,M,english,4,25,57,headphones,sharp,23,23,0.175,19,Seth,20,
AETIZKQNUSBLB,M,english,4,25,63,headphones,sharp,1997,150,0.9,20,Eric,150,
AETIZKQNUSBLB,M,english,4,25,80,watch,sharp,10003,1003,0.35,21,Rick,1000,
AETIZKQNUSBLB,M,english,4,25,72,watch,round,10000,350,0.825,22,Justin,350,
AETIZKQNUSBLB,M,english,4,25,13,electrickettle,sharp,497,100,0.8,23,Mark,100,
AETIZKQNUSBLB,M,english,4,25,37,sweater,round,500,100,0.65,24,Ron,100,
AETIZKQNUSBLB,M,english,4,25,2,electrickettle,round,50,50,0.2,25,Bob,50,
AETIZKQNUSBLB,M,english,4,25,92,laptop,sharp,197,197,0.125,26,Scott,200,
AETIZKQNUSBLB,M,english,4,25,66,watch,round,50,50,0.175,27,Brian,50,
AETIZKQNUSBLB,M,english,4,25,52,headphones,round,200,200,0.2,28,Matt,200,
AETIZKQNUSBLB,M,english,4,25,54,headphones,round,1000,100,0.775,29,Oliver,100,
AETIZKQNUSBLB,M,english,4,25,19,coffeemaker,round,100,100,0.225,30,Terry,100,
AETIZKQNUSBLB,M,english,4,25,61,headphones,sharp,497,150,0.8,31,Cyrus,150,
AETIZKQNUSBLB,M,english,4,25,69,watch,round,500,500,0.775,32,James,500,
A37WXDYYT7RCZ0,M,English,4,35,52,headphones,round,200,200,0.5,1,Matt,200,
A37WXDYYT7RCZ0,M,English,4,35,67,watch,round,100,100,0.5,2,Adam,100,
A37WXDYYT7RCZ0,M,English,4,35,35,sweater,round,100,100,0.5,3,Oscar,100,
A37WXDYYT7RCZ0,M,English,4,35,79,watch,sharp,2001,2001,0.75,4,Tom,2000,
A37WXDYYT7RCZ0,M,English,4,35,28,coffeemaker,sharp,203,203,0.7,5,Hal,200,
A37WXDYYT7RCZ0,M,English,4,35,7,electrickettle,round,2000,2000,0.75,6,George,2000,
A37WXDYYT7RCZ0,M,English,4,35,48,sweater,sharp,9997,10,0.5,7,Isaac,10,
A37WXDYYT7RCZ0,M,English,4,35,15,electrickettle,sharp,2003,2003,0.75,8,Owen,2000,
A37WXDYYT7RCZ0,M,English,4,35,77,watch,sharp,499,499,0.525,9,Jeff,500,
A37WXDYYT7RCZ0,M,English,4,35,37,sweater,round,500,500,0.5,10,Ron,500,
A37WXDYYT7RCZ0,M,English,4,35,12,electrickettle,sharp,197,197,0.5,11,Luke,200,
A37WXDYYT7RCZ0,M,English,4,35,10,electrickettle,sharp,49,49,0.5,12,Jake,50,
A37WXDYYT7RCZ0,M,English,4,35,73,watch,sharp,18,18,0.5,13,Billy,20,
A37WXDYYT7RCZ0,M,English,4,35,89,laptop,sharp,18,18,0.5,14,Jack,20,
A37WXDYYT7RCZ0,M,English,4,35,69,watch,round,500,500,0.5,15,James,500,
A37WXDYYT7RCZ0,M,English,4,35,74,watch,sharp,51,51,0.5,16,Howard,50,
A37WXDYYT7RCZ0,M,English,4,35,38,sweater,round,1000,1000,0.5,17,Sam,1000,
A37WXDYYT7RCZ0,M,English,4,35,53,headphones,round,500,500,0.5,18,Norman,500,
A37WXDYYT7RCZ0,M,English,4,35,14,electrickettle,sharp,997,997,0.5,19,Ned,1000,
A37WXDYYT7RCZ0,M,English,4,35,27,coffeemaker,sharp,97,97,0.5,20,Gabe,100,
A37WXDYYT7RCZ0,M,English,4,35,65,watch,round,20,20,0.475,21,Charles,20,
A37WXDYYT7RCZ0,M,English,4,35,66,watch,round,50,50,0.5,22,Brian,50,
A37WXDYYT7RCZ0,M,English,4,35,36,sweater,round,200,200,0.5,23,Perry,200,
A37WXDYYT7RCZ0,M,English,4,35,26,coffeemaker,sharp,47,47,0.5,24,Felix,50,
A37WXDYYT7RCZ0,M,English,4,35,39,sweater,round,2000,2000,0.5,25,Ted,2000,
A37WXDYYT7RCZ0,M,English,4,35,16,electrickettle,sharp,9998,9998,0.5,26,Paul,10000,
A37WXDYYT7RCZ0,M,English,4,35,76,watch,sharp,198,198,0.5,27,Alan,200,
A37WXDYYT7RCZ0,M,English,4,35,51,headphones,round,100,100,0.5,28,Laurence,100,
A37WXDYYT7RCZ0,M,English,4,35,54,headphones,round,1000,1000,0.5,29,Oliver,1000,
A37WXDYYT7RCZ0,M,English,4,35,24,coffeemaker,round,10000,10,0.5,30,Darren,10,
A37WXDYYT7RCZ0,M,English,4,35,43,sweater,sharp,102,102,0.5,31,Don,100,
A37WXDYYT7RCZ0,M,English,4,35,3,electrickettle,round,100,100,0.5,32,Calvin,100,
A3TBA7X9EF16W6,F,English,4,35,94,laptop,sharp,1001,1001,0.25,1,Richard,1000,
A3TBA7X9EF16W6,F,English,4,35,33,sweater,round,20,20,0.25,2,Martin,20,
A3TBA7X9EF16W6,F,English,4,35,40,sweater,round,10000,100,0.975,3,Andrew,100,
A3TBA7X9EF16W6,F,English,4,35,84,laptop,round,200,200,0.125,4,Zach,200,
A3TBA7X9EF16W6,F,English,4,35,35,sweater,round,100,100,0.5,5,Oscar,100,
A3TBA7X9EF16W6,F,English,4,35,70,watch,round,1000,1000,0.75,6,John,1000,
A3TBA7X9EF16W6,F,English,4,35,31,coffeemaker,sharp,2001,50,0.85,7,Kenneth,50,
A3TBA7X9EF16W6,F,English,4,35,93,laptop,sharp,499,499,0.25,8,Joseph,500,
A3TBA7X9EF16W6,F,English,4,35,38,sweater,round,1000,100,0.725,9,Sam,100,
A3TBA7X9EF16W6,F,English,4,35,83,laptop,round,100,500,0.225,10,Sean,500,
A3TBA7X9EF16W6,F,English,4,35,59,headphones,sharp,99,99,0.5,11,Aaron,100,
A3TBA7X9EF16W6,F,English,4,35,85,laptop,round,500,500,0.25,12,Dean,500,
A3TBA7X9EF16W6,F,English,4,35,1,electrickettle,round,20,20,0.05,13,Alex,20,
A3TBA7X9EF16W6,F,English,4,35,92,laptop,sharp,203,203,0.075,14,Scott,200,
A3TBA7X9EF16W6,F,English,4,35,64,headphones,sharp,9999,99,0.9,15,Chris,100,
A3TBA7X9EF16W6,F,English,4,35,65,watch,round,20,20,0.075,16,Charles,20,
A3TBA7X9EF16W6,F,English,4,35,42,sweater,sharp,47,47,0.275,17,Corey,50,
A3TBA7X9EF16W6,F,English,4,35,7,electrickettle,round,2000,100,0.9,18,George,100,
A3TBA7X9EF16W6,F,English,4,35,24,coffeemaker,round,10000,50,0.975,19,Darren,50,
A3TBA7X9EF16W6,F,English,4,35,96,laptop,sharp,10001,1000,0.975,20,Leon,1000,
A3TBA7X9EF16W6,F,English,4,35,6,electrickettle,round,1000,50,0.95,21,Frank,50,
A3TBA7X9EF16W6,F,English,4,35,80,watch,sharp,9997,10000,0.975,22,Rick,10000,
A3TBA7X9EF16W6,F,English,4,35,86,laptop,round,1000,1000,0.5,23,Theodore,1000,
A3TBA7X9EF16W6,F,English,4,35,16,electrickettle,sharp,10003,100,0.975,24,Paul,100,
A3TBA7X9EF16W6,F,English,4,35,39,sweater,round,2000,100,0.975,25,Ted,100,
A3TBA7X9EF16W6,F,English,4,35,91,laptop,sharp,103,1000,0.05,26,Greg,1000,
A3TBA7X9EF16W6,F,English,4,35,28,coffeemaker,sharp,197,50,0.5,27,Hal,50,
A3TBA7X9EF16W6,F,English,4,35,79,watch,sharp,2001,2001,0.9,28,Tom,2000,
A3TBA7X9EF16W6,F,English,4,35,11,electrickettle,sharp,97,97,0.25,29,Kevin,100,
A3TBA7X9EF16W6,F,English,4,35,13,electrickettle,sharp,503,100,0.75,30,Mark,100,
A3TBA7X9EF16W6,F,English,4,35,53,headphones,round,500,100,0.9,31,Norman,100,
A3TBA7X9EF16W6,F,English,4,35,66,watch,round,50,50,0.125,32,Brian,50,
A195ALXEOWXS4A,M,english,4,25,10,electrickettle,sharp,52,51.99,0.375,1,Jake,50,
A195ALXEOWXS4A,M,english,4,25,11,electrickettle,sharp,97,96.99,0.7,2,Kevin,100,
A195ALXEOWXS4A,M,english,4,25,29,coffeemaker,sharp,499,499.99,0.975,3,Irvin,500,
A195ALXEOWXS4A,M,english,4,25,1,electrickettle,round,20,19.99,0.275,4,Alex,20,
A195ALXEOWXS4A,M,english,4,25,64,headphones,sharp,9997,9997.97,1,5,Chris,10000,
A195ALXEOWXS4A,M,english,4,25,85,laptop,round,500,499,0.275,6,Dean,500,
A195ALXEOWXS4A,M,english,4,25,17,coffeemaker,round,20,19.99,0.25,7,Ryan,20,
A195ALXEOWXS4A,M,english,4,25,20,coffeemaker,round,200,199.99,0.75,8,Victor,200,
A195ALXEOWXS4A,M,english,4,25,6,electrickettle,round,1000,999.99,1,9,Frank,1000,
A195ALXEOWXS4A,M,english,4,25,62,headphones,sharp,997,997.97,1,10,Daniel,1000,
A195ALXEOWXS4A,M,english,4,25,21,coffeemaker,round,500,499,0.95,11,Albert,500,
A195ALXEOWXS4A,M,english,4,25,82,laptop,round,50,49.99,0,12,Kirk,50,
A195ALXEOWXS4A,M,english,4,25,28,coffeemaker,sharp,199,199.99,0.8,13,Hal,200,
A195ALXEOWXS4A,M,english,4,25,2,electrickettle,round,50,49.99,0.3,14,Bob,50,
A195ALXEOWXS4A,M,english,4,25,41,sweater,sharp,23,23,0.25,15,Bart,20,
A195ALXEOWXS4A,M,english,4,25,47,sweater,sharp,1997,1997,1,16,Henry,2000,
A195ALXEOWXS4A,M,english,4,25,58,headphones,sharp,52,52,0.625,17,Tim,50,
A195ALXEOWXS4A,M,english,4,25,70,watch,round,1000,995,0.75,18,John,1000,
A195ALXEOWXS4A,M,english,4,25,5,electrickettle,round,500,499,0.775,19,Ed,500,
A195ALXEOWXS4A,M,english,4,25,26,coffeemaker,sharp,47,47,0.3,20,Felix,50,
A195ALXEOWXS4A,M,english,4,25,75,watch,sharp,98,98.99,0.5,21,Todd,100,
A195ALXEOWXS4A,M,english,4,25,9,electrickettle,sharp,22,20.99,0.225,22,Ivan,20,
A195ALXEOWXS4A,M,english,4,25,95,laptop,sharp,1999,1999.99,0.9,23,Carl,2000,
A195ALXEOWXS4A,M,english,4,25,40,sweater,round,10000,999.98,1,24,Andrew,1000,
A195ALXEOWXS4A,M,english,4,25,68,watch,round,200,199,0.575,25,Michael,200,
A195ALXEOWXS4A,M,english,4,25,22,coffeemaker,round,1000,999,1,26,Barry,1000,
A195ALXEOWXS4A,M,english,4,25,93,laptop,sharp,501,500.99,0.35,27,Joseph,500,
A195ALXEOWXS4A,M,english,4,25,94,laptop,sharp,1001,1000.99,0.65,28,Richard,1000,
A195ALXEOWXS4A,M,english,4,25,31,coffeemaker,sharp,2002,2001.99,1,29,Kenneth,2000,
A195ALXEOWXS4A,M,english,4,25,39,sweater,round,2000,1999.99,1,30,Ted,2000,
A195ALXEOWXS4A,M,english,4,25,80,watch,sharp,10001,1000.99,1,31,Rick,1000,
A195ALXEOWXS4A,M,english,4,25,4,electrickettle,round,200,199.99,0.725,32,Dave,200,
ARXVG4J18XJFE,F,English,4,55,4,electrickettle,round,200,50,0.775,1,Dave,50,
ARXVG4J18XJFE,F,English,4,55,50,headphones,round,50,35,0.6,2,Keith,40,
ARXVG4J18XJFE,F,English,4,55,84,laptop,round,200,800,0.025,3,Zach,800,
ARXVG4J18XJFE,F,English,4,55,39,sweater,round,2000,50,0.9,4,Ted,50,
ARXVG4J18XJFE,F,English,4,55,40,sweater,round,10000,50,0.95,5,Andrew,50,
ARXVG4J18XJFE,F,English,4,55,65,watch,round,20,20,0.5,6,Charles,20,
ARXVG4J18XJFE,F,English,4,55,85,laptop,round,500,800,0.6,7,Dean,800,
ARXVG4J18XJFE,F,English,4,55,72,watch,round,10000,50,0.925,8,Justin,50,
ARXVG4J18XJFE,F,English,4,55,70,watch,round,1000,100,0.975,9,John,100,
