workerID,gender,language,income,age,utteranceID,domain,utteranceType,utteranceRounded,exactUtterance,utterance,utteranceLength,opinionProb,order,interpretation,interpretationType,interpretationRounded,interpretationProb
A23RPU5ZLLFQH0,M,English,4,55,85,laptop,round,500,five hundred,500,2,0.25,6,501,sharp,500,0.29702970297
A23RPU5ZLLFQH0,M,English,4,55,85,laptop,round,500,five hundred,500,2,0.25,6,2000,round,2000,0.19801980198
A23RPU5ZLLFQH0,M,English,4,55,85,laptop,round,500,five hundred,500,2,0.25,6,2001,sharp,2000,0.19801980198
A23RPU5ZLLFQH0,M,English,4,55,85,laptop,round,500,five hundred,500,2,0.25,6,10000,round,10000,0.00990099009901
A23RPU5ZLLFQH0,M,English,4,55,85,laptop,round,500,five hundred,500,2,0.25,6,10001,sharp,10000,0.00990099009901
A1N5MDRGDXQY5U,F,English,10,35,96,laptop,sharp,10000,ten thousand two,10001,3,1,1,500,round,500,0.169491525424
A1N5MDRGDXQY5U,F,English,10,35,96,laptop,sharp,10000,ten thousand two,10001,3,1,1,501,sharp,500,0.169491525424
A1N5MDRGDXQY5U,F,English,10,35,96,laptop,sharp,10000,ten thousand two,10001,3,1,1,2000,round,2000,0.330508474576
A1N5MDRGDXQY5U,F,English,10,35,96,laptop,sharp,10000,ten thousand two,10001,3,1,1,2001,sharp,2000,0.330508474576
A1N5MDRGDXQY5U,F,English,10,35,96,laptop,sharp,10000,ten thousand two,10001,3,1,1,10000,round,10000,0.0
A1N5MDRGDXQY5U,F,English,10,35,96,laptop,sharp,10000,ten thousand two,10001,3,1,1,10001,sharp,10000,0.0
A1N5MDRGDXQY5U,F,English,10,35,95,laptop,sharp,2000,two thousand three,2001,3,0.75,2,500,round,500,0.20202020202
A1N5MDRGDXQY5U,F,English,10,35,95,laptop,sharp,2000,two thousand three,2001,3,0.75,2,501,sharp,500,0.20202020202
A1N5MDRGDXQY5U,F,English,10,35,95,laptop,sharp,2000,two thousand three,2001,3,0.75,2,2000,round,2000,0.20202020202
A1N5MDRGDXQY5U,F,English,10,35,95,laptop,sharp,2000,two thousand three,2001,3,0.75,2,2001,sharp,2000,0.393939393939
A1N5MDRGDXQY5U,F,English,10,35,95,laptop,sharp,2000,two thousand three,2001,3,0.75,2,10000,round,10000,0.0
A1N5MDRGDXQY5U,F,English,10,35,95,laptop,sharp,2000,two thousand three,2001,3,0.75,2,10001,sharp,10000,0.0
A1N5MDRGDXQY5U,F,English,10,35,85,laptop,round,500,five hundred,500,2,0.5,3,500,round,500,1.0
A1N5MDRGDXQY5U,F,English,10,35,85,laptop,round,500,five hundred,500,2,0.5,3,501,sharp,500,0.0
A1N5MDRGDXQY5U,F,English,10,35,85,laptop,round,500,five hundred,500,2,0.5,3,2000,round,2000,0.0
A1N5MDRGDXQY5U,F,English,10,35,85,laptop,round,500,five hundred,500,2,0.5,3,2001,sharp,2000,0.0
A1N5MDRGDXQY5U,F,English,10,35,85,laptop,round,500,five hundred,500,2,0.5,3,10000,round,10000,0.0
A1N5MDRGDXQY5U,F,English,10,35,85,laptop,round,500,five hundred,500,2,0.5,3,10001,sharp,10000,0.0
A1N5MDRGDXQY5U,F,English,10,35,88,laptop,round,10000,ten thousand,10000,2,1,4,500,round,500,0.166666666667
A1N5MDRGDXQY5U,F,English,10,35,88,laptop,round,10000,ten thousand,10000,2,1,4,501,sharp,500,0.166666666667
A1N5MDRGDXQY5U,F,English,10,35,88,laptop,round,10000,ten thousand,10000,2,1,4,2000,round,2000,0.333333333333
A1N5MDRGDXQY5U,F,English,10,35,88,laptop,round,10000,ten thousand,10000,2,1,4,2001,sharp,2000,0.333333333333
A1N5MDRGDXQY5U,F,English,10,35,88,laptop,round,10000,ten thousand,10000,2,1,4,10000,round,10000,0.0
A1N5MDRGDXQY5U,F,English,10,35,88,laptop,round,10000,ten thousand,10000,2,1,4,10001,sharp,10000,0.0
A1N5MDRGDXQY5U,F,English,10,35,93,laptop,sharp,500,five hundred two,501,3,0.5,5,500,round,500,0.333333333333
A1N5MDRGDXQY5U,F,English,10,35,93,laptop,sharp,500,five hundred two,501,3,0.5,5,501,sharp,500,0.666666666667
A1N5MDRGDXQY5U,F,English,10,35,93,laptop,sharp,500,five hundred two,501,3,0.5,5,2000,round,2000,0.0
A1N5MDRGDXQY5U,F,English,10,35,93,laptop,sharp,500,five hundred two,501,3,0.5,5,2001,sharp,2000,0.0
A1N5MDRGDXQY5U,F,English,10,35,93,laptop,sharp,500,five hundred two,501,3,0.5,5,10000,round,10000,0.0
A1N5MDRGDXQY5U,F,English,10,35,93,laptop,sharp,500,five hundred two,501,3,0.5,5,10001,sharp,10000,0.0
A1N5MDRGDXQY5U,F,English,10,35,87,laptop,round,2000,two thousand,2000,2,0.75,6,500,round,500,0.125
A1N5MDRGDXQY5U,F,English,10,35,87,laptop,round,2000,two thousand,2000,2,0.75,6,501,sharp,500,0.125
A1N5MDRGDXQY5U,F,English,10,35,87,laptop,round,2000,two thousand,2000,2,0.75,6,2000,round,2000,0.25
A1N5MDRGDXQY5U,F,English,10,35,87,laptop,round,2000,two thousand,2000,2,0.75,6,2001,sharp,2000,0.25
A1N5MDRGDXQY5U,F,English,10,35,87,laptop,round,2000,two thousand,2000,2,0.75,6,10000,round,10000,0.125
A1N5MDRGDXQY5U,F,English,10,35,87,laptop,round,2000,two thousand,2000,2,0.75,6,10001,sharp,10000,0.125
A2BZWQGWCJS3BC,F,English,8,55,95,laptop,sharp,2000,two thousand three,2001,3,1,1,500,round,500,0.40625
A2BZWQGWCJS3BC,F,English,8,55,95,laptop,sharp,2000,two thousand three,2001,3,1,1,501,sharp,500,0.40625
A2BZWQGWCJS3BC,F,English,8,55,95,laptop,sharp,2000,two thousand three,2001,3,1,1,2000,round,2000,0.0833333333333
A2BZWQGWCJS3BC,F,English,8,55,95,laptop,sharp,2000,two thousand three,2001,3,1,1,2001,sharp,2000,0.09375
A2BZWQGWCJS3BC,F,English,8,55,95,laptop,sharp,2000,two thousand three,2001,3,1,1,10000,round,10000,0.0104166666667
A2BZWQGWCJS3BC,F,English,8,55,95,laptop,sharp,2000,two thousand three,2001,3,1,1,10001,sharp,10000,0.0
A2BZWQGWCJS3BC,F,English,8,55,88,laptop,round,10000,ten thousand,10000,2,1,2,500,round,500,0.386138613861
A2BZWQGWCJS3BC,F,English,8,55,88,laptop,round,10000,ten thousand,10000,2,1,2,501,sharp,500,0.376237623762
A2BZWQGWCJS3BC,F,English,8,55,88,laptop,round,10000,ten thousand,10000,2,1,2,2000,round,2000,0.108910891089
A2BZWQGWCJS3BC,F,English,8,55,88,laptop,round,10000,ten thousand,10000,2,1,2,2001,sharp,2000,0.108910891089
A2BZWQGWCJS3BC,F,English,8,55,88,laptop,round,10000,ten thousand,10000,2,1,2,10000,round,10000,0.00990099009901
A2BZWQGWCJS3BC,F,English,8,55,88,laptop,round,10000,ten thousand,10000,2,1,2,10001,sharp,10000,0.00990099009901
A2BZWQGWCJS3BC,F,English,8,55,93,laptop,sharp,500,four hundred ninety eight,501,4,0.25,3,500,round,500,0.380952380952
A2BZWQGWCJS3BC,F,English,8,55,93,laptop,sharp,500,four hundred ninety eight,501,4,0.25,3,501,sharp,500,0.380952380952
A2BZWQGWCJS3BC,F,English,8,55,93,laptop,sharp,500,four hundred ninety eight,501,4,0.25,3,2000,round,2000,0.104761904762
A2BZWQGWCJS3BC,F,English,8,55,93,laptop,sharp,500,four hundred ninety eight,501,4,0.25,3,2001,sharp,2000,0.104761904762
A2BZWQGWCJS3BC,F,English,8,55,93,laptop,sharp,500,four hundred ninety eight,501,4,0.25,3,10000,round,10000,0.00952380952381
A2BZWQGWCJS3BC,F,English,8,55,93,laptop,sharp,500,four hundred ninety eight,501,4,0.25,3,10001,sharp,10000,0.0190476190476
A2BZWQGWCJS3BC,F,English,8,55,96,laptop,sharp,10000,nine thousand nine hundred ninety eight,10001,6,1,4,500,round,500,0.381443298969
A2BZWQGWCJS3BC,F,English,8,55,96,laptop,sharp,10000,nine thousand nine hundred ninety eight,10001,6,1,4,501,sharp,500,0.381443298969
A2BZWQGWCJS3BC,F,English,8,55,96,laptop,sharp,10000,nine thousand nine hundred ninety eight,10001,6,1,4,2000,round,2000,0.113402061856
A2BZWQGWCJS3BC,F,English,8,55,96,laptop,sharp,10000,nine thousand nine hundred ninety eight,10001,6,1,4,2001,sharp,2000,0.103092783505
A2BZWQGWCJS3BC,F,English,8,55,96,laptop,sharp,10000,nine thousand nine hundred ninety eight,10001,6,1,4,10000,round,10000,0.0103092783505
A2BZWQGWCJS3BC,F,English,8,55,96,laptop,sharp,10000,nine thousand nine hundred ninety eight,10001,6,1,4,10001,sharp,10000,0.0103092783505
A2BZWQGWCJS3BC,F,English,8,55,87,laptop,round,2000,two thousand,2000,2,0.975,5,500,round,500,0.372549019608
A2BZWQGWCJS3BC,F,English,8,55,87,laptop,round,2000,two thousand,2000,2,0.975,5,501,sharp,500,0.362745098039
A2BZWQGWCJS3BC,F,English,8,55,87,laptop,round,2000,two thousand,2000,2,0.975,5,2000,round,2000,0.117647058824
A2BZWQGWCJS3BC,F,English,8,55,87,laptop,round,2000,two thousand,2000,2,0.975,5,2001,sharp,2000,0.117647058824
A2BZWQGWCJS3BC,F,English,8,55,87,laptop,round,2000,two thousand,2000,2,0.975,5,10000,round,10000,0.00980392156863
A2BZWQGWCJS3BC,F,English,8,55,87,laptop,round,2000,two thousand,2000,2,0.975,5,10001,sharp,10000,0.0196078431373
A2BZWQGWCJS3BC,F,English,8,55,85,laptop,round,500,five hundred,500,2,0.225,6,500,round,500,0.39175257732
A2BZWQGWCJS3BC,F,English,8,55,85,laptop,round,500,five hundred,500,2,0.225,6,501,sharp,500,0.40206185567
A2BZWQGWCJS3BC,F,English,8,55,85,laptop,round,500,five hundred,500,2,0.225,6,2000,round,2000,0.0927835051546
A2BZWQGWCJS3BC,F,English,8,55,85,laptop,round,500,five hundred,500,2,0.225,6,2001,sharp,2000,0.103092783505
A2BZWQGWCJS3BC,F,English,8,55,85,laptop,round,500,five hundred,500,2,0.225,6,10000,round,10000,0.0
A2BZWQGWCJS3BC,F,English,8,55,85,laptop,round,500,five hundred,500,2,0.225,6,10001,sharp,10000,0.0103092783505
AODPVTKUSNBUT,M,english,6,35,96,laptop,sharp,10000,ten thousand one,10001,3,1,1,500,round,500,0.142857142857
AODPVTKUSNBUT,M,english,6,35,96,laptop,sharp,10000,ten thousand one,10001,3,1,1,501,sharp,500,0.142857142857
AODPVTKUSNBUT,M,english,6,35,96,laptop,sharp,10000,ten thousand one,10001,3,1,1,2000,round,2000,0.142857142857
AODPVTKUSNBUT,M,english,6,35,96,laptop,sharp,10000,ten thousand one,10001,3,1,1,2001,sharp,2000,0.142857142857
AODPVTKUSNBUT,M,english,6,35,96,laptop,sharp,10000,ten thousand one,10001,3,1,1,10000,round,10000,0.142857142857
AODPVTKUSNBUT,M,english,6,35,96,laptop,sharp,10000,ten thousand one,10001,3,1,1,10001,sharp,10000,0.285714285714
AODPVTKUSNBUT,M,english,6,35,88,laptop,round,10000,ten thousand,10000,2,1,2,500,round,500,0.141843971631
AODPVTKUSNBUT,M,english,6,35,88,laptop,round,10000,ten thousand,10000,2,1,2,501,sharp,500,0.141843971631
AODPVTKUSNBUT,M,english,6,35,88,laptop,round,10000,ten thousand,10000,2,1,2,2000,round,2000,0.141843971631
AODPVTKUSNBUT,M,english,6,35,88,laptop,round,10000,ten thousand,10000,2,1,2,2001,sharp,2000,0.148936170213
AODPVTKUSNBUT,M,english,6,35,88,laptop,round,10000,ten thousand,10000,2,1,2,10000,round,10000,0.283687943262
AODPVTKUSNBUT,M,english,6,35,88,laptop,round,10000,ten thousand,10000,2,1,2,10001,sharp,10000,0.141843971631
AODPVTKUSNBUT,M,english,6,35,95,laptop,sharp,2000,one thousand nine hundred ninety nine,2001,6,1,3,500,round,500,0.144927536232
AODPVTKUSNBUT,M,english,6,35,95,laptop,sharp,2000,one thousand nine hundred ninety nine,2001,6,1,3,501,sharp,500,0.144927536232
AODPVTKUSNBUT,M,english,6,35,95,laptop,sharp,2000,one thousand nine hundred ninety nine,2001,6,1,3,2000,round,2000,0.289855072464
AODPVTKUSNBUT,M,english,6,35,95,laptop,sharp,2000,one thousand nine hundred ninety nine,2001,6,1,3,2001,sharp,2000,0.13768115942
AODPVTKUSNBUT,M,english,6,35,95,laptop,sharp,2000,one thousand nine hundred ninety nine,2001,6,1,3,10000,round,10000,0.144927536232
AODPVTKUSNBUT,M,english,6,35,95,laptop,sharp,2000,one thousand nine hundred ninety nine,2001,6,1,3,10001,sharp,10000,0.13768115942
AODPVTKUSNBUT,M,english,6,35,87,laptop,round,2000,two thousand,2000,2,0.65,4,500,round,500,0.142857142857
AODPVTKUSNBUT,M,english,6,35,87,laptop,round,2000,two thousand,2000,2,0.65,4,501,sharp,500,0.142857142857
AODPVTKUSNBUT,M,english,6,35,87,laptop,round,2000,two thousand,2000,2,0.65,4,2000,round,2000,0.285714285714
AODPVTKUSNBUT,M,english,6,35,87,laptop,round,2000,two thousand,2000,2,0.65,4,2001,sharp,2000,0.142857142857
AODPVTKUSNBUT,M,english,6,35,87,laptop,round,2000,two thousand,2000,2,0.65,4,10000,round,10000,0.142857142857
AODPVTKUSNBUT,M,english,6,35,87,laptop,round,2000,two thousand,2000,2,0.65,4,10001,sharp,10000,0.142857142857
AODPVTKUSNBUT,M,english,6,35,85,laptop,round,500,five hundred,500,2,0.25,5,500,round,500,0.285714285714
AODPVTKUSNBUT,M,english,6,35,85,laptop,round,500,five hundred,500,2,0.25,5,501,sharp,500,0.142857142857
AODPVTKUSNBUT,M,english,6,35,85,laptop,round,500,five hundred,500,2,0.25,5,2000,round,2000,0.142857142857
AODPVTKUSNBUT,M,english,6,35,85,laptop,round,500,five hundred,500,2,0.25,5,2001,sharp,2000,0.142857142857
AODPVTKUSNBUT,M,english,6,35,85,laptop,round,500,five hundred,500,2,0.25,5,10000,round,10000,0.142857142857
AODPVTKUSNBUT,M,english,6,35,85,laptop,round,500,five hundred,500,2,0.25,5,10001,sharp,10000,0.142857142857
AODPVTKUSNBUT,M,english,6,35,93,laptop,sharp,500,four hundred ninety seven,501,4,0.1,6,500,round,500,0.142857142857
AODPVTKUSNBUT,M,english,6,35,93,laptop,sharp,500,four hundred ninety seven,501,4,0.1,6,501,sharp,500,0.285714285714
AODPVTKUSNBUT,M,english,6,35,93,laptop,sharp,500,four hundred ninety seven,501,4,0.1,6,2000,round,2000,0.142857142857
AODPVTKUSNBUT,M,english,6,35,93,laptop,sharp,500,four hundred ninety seven,501,4,0.1,6,2001,sharp,2000,0.142857142857
AODPVTKUSNBUT,M,english,6,35,93,laptop,sharp,500,four hundred ninety seven,501,4,0.1,6,10000,round,10000,0.142857142857
AODPVTKUSNBUT,M,english,6,35,93,laptop,sharp,500,four hundred ninety seven,501,4,0.1,6,10001,sharp,10000,0.142857142857
A3H2NSZ2WLPA5D,F,English,4,35,87,laptop,round,2000,two thousand,2000,2,0.75,1,500,round,500,0.338983050847
A3H2NSZ2WLPA5D,F,English,4,35,87,laptop,round,2000,two thousand,2000,2,0.75,1,501,sharp,500,0.338983050847
A3H2NSZ2WLPA5D,F,English,4,35,87,laptop,round,2000,two thousand,2000,2,0.75,1,2000,round,2000,0.161016949153
A3H2NSZ2WLPA5D,F,English,4,35,87,laptop,round,2000,two thousand,2000,2,0.75,1,2001,sharp,2000,0.161016949153
A3H2NSZ2WLPA5D,F,English,4,35,87,laptop,round,2000,two thousand,2000,2,0.75,1,10000,round,10000,0.0
A3H2NSZ2WLPA5D,F,English,4,35,87,laptop,round,2000,two thousand,2000,2,0.75,1,10001,sharp,10000,0.0
A3H2NSZ2WLPA5D,F,English,4,35,93,laptop,sharp,500,four hundred ninety eight,501,4,0.225,2,500,round,500,0.350877192982
A3H2NSZ2WLPA5D,F,English,4,35,93,laptop,sharp,500,four hundred ninety eight,501,4,0.225,2,501,sharp,500,0.350877192982
A3H2NSZ2WLPA5D,F,English,4,35,93,laptop,sharp,500,four hundred ninety eight,501,4,0.225,2,2000,round,2000,0.149122807018
A3H2NSZ2WLPA5D,F,English,4,35,93,laptop,sharp,500,four hundred ninety eight,501,4,0.225,2,2001,sharp,2000,0.149122807018
A3H2NSZ2WLPA5D,F,English,4,35,93,laptop,sharp,500,four hundred ninety eight,501,4,0.225,2,10000,round,10000,0.0
A3H2NSZ2WLPA5D,F,English,4,35,93,laptop,sharp,500,four hundred ninety eight,501,4,0.225,2,10001,sharp,10000,0.0
A3H2NSZ2WLPA5D,F,English,4,35,96,laptop,sharp,10000,nine thousand nine hundred ninety seven,10001,6,1,3,500,round,500,0.342342342342
A3H2NSZ2WLPA5D,F,English,4,35,96,laptop,sharp,10000,nine thousand nine hundred ninety seven,10001,6,1,3,501,sharp,500,0.342342342342
A3H2NSZ2WLPA5D,F,English,4,35,96,laptop,sharp,10000,nine thousand nine hundred ninety seven,10001,6,1,3,2000,round,2000,0.153153153153
A3H2NSZ2WLPA5D,F,English,4,35,96,laptop,sharp,10000,nine thousand nine hundred ninety seven,10001,6,1,3,2001,sharp,2000,0.153153153153
A3H2NSZ2WLPA5D,F,English,4,35,96,laptop,sharp,10000,nine thousand nine hundred ninety seven,10001,6,1,3,10000,round,10000,0.0
A3H2NSZ2WLPA5D,F,English,4,35,96,laptop,sharp,10000,nine thousand nine hundred ninety seven,10001,6,1,3,10001,sharp,10000,0.00900900900901
A3H2NSZ2WLPA5D,F,English,4,35,95,laptop,sharp,2000,two thousand two,2001,3,0.75,4,500,round,500,0.347826086957
A3H2NSZ2WLPA5D,F,English,4,35,95,laptop,sharp,2000,two thousand two,2001,3,0.75,4,501,sharp,500,0.339130434783
A3H2NSZ2WLPA5D,F,English,4,35,95,laptop,sharp,2000,two thousand two,2001,3,0.75,4,2000,round,2000,0.147826086957
A3H2NSZ2WLPA5D,F,English,4,35,95,laptop,sharp,2000,two thousand two,2001,3,0.75,4,2001,sharp,2000,0.147826086957
A3H2NSZ2WLPA5D,F,English,4,35,95,laptop,sharp,2000,two thousand two,2001,3,0.75,4,10000,round,10000,0.00869565217391
A3H2NSZ2WLPA5D,F,English,4,35,95,laptop,sharp,2000,two thousand two,2001,3,0.75,4,10001,sharp,10000,0.00869565217391
A3H2NSZ2WLPA5D,F,English,4,35,88,laptop,round,10000,ten thousand,10000,2,1,5,500,round,500,0.344827586207
A3H2NSZ2WLPA5D,F,English,4,35,88,laptop,round,10000,ten thousand,10000,2,1,5,501,sharp,500,0.344827586207
A3H2NSZ2WLPA5D,F,English,4,35,88,laptop,round,10000,ten thousand,10000,2,1,5,2000,round,2000,0.155172413793
A3H2NSZ2WLPA5D,F,English,4,35,88,laptop,round,10000,ten thousand,10000,2,1,5,2001,sharp,2000,0.155172413793
A3H2NSZ2WLPA5D,F,English,4,35,88,laptop,round,10000,ten thousand,10000,2,1,5,10000,round,10000,0.0
A3H2NSZ2WLPA5D,F,English,4,35,88,laptop,round,10000,ten thousand,10000,2,1,5,10001,sharp,10000,0.0
A3H2NSZ2WLPA5D,F,English,4,35,85,laptop,round,500,five hundred,500,2,0.25,6,500,round,500,0.344827586207
A3H2NSZ2WLPA5D,F,English,4,35,85,laptop,round,500,five hundred,500,2,0.25,6,501,sharp,500,0.344827586207
A3H2NSZ2WLPA5D,F,English,4,35,85,laptop,round,500,five hundred,500,2,0.25,6,2000,round,2000,0.155172413793
A3H2NSZ2WLPA5D,F,English,4,35,85,laptop,round,500,five hundred,500,2,0.25,6,2001,sharp,2000,0.155172413793
A3H2NSZ2WLPA5D,F,English,4,35,85,laptop,round,500,five hundred,500,2,0.25,6,10000,round,10000,0.0
A3H2NSZ2WLPA5D,F,English,4,35,85,laptop,round,500,five hundred,500,2,0.25,6,10001,sharp,10000,0.0
A3C01W6EC4R0LC,F,english,6,45,95,laptop,sharp,2000,one thousand nine hundred ninety nine,2001,6,0.975,1,500,round,500,0.376623376623
A3C01W6EC4R0LC,F,english,6,45,95,laptop,sharp,2000,one thousand nine hundred ninety nine,2001,6,0.975,1,501,sharp,500,0.376623376623
A3C01W6EC4R0LC,F,english,6,45,95,laptop,sharp,2000,one thousand nine hundred ninety nine,2001,6,0.975,1,2000,round,2000,0.0779220779221
A3C01W6EC4R0LC,F,english,6,45,95,laptop,sharp,2000,one thousand nine hundred ninety nine,2001,6,0.975,1,2001,sharp,2000,0.116883116883
A3C01W6EC4R0LC,F,english,6,45,95,laptop,sharp,2000,one thousand nine hundred ninety nine,2001,6,0.975,1,10000,round,10000,0.025974025974
A3C01W6EC4R0LC,F,english,6,45,95,laptop,sharp,2000,one thousand nine hundred ninety nine,2001,6,0.975,1,10001,sharp,10000,0.025974025974
A3C01W6EC4R0LC,F,english,6,45,93,laptop,sharp,500,five hundred two,501,3,0.4,2,500,round,500,0.376623376623
A3C01W6EC4R0LC,F,english,6,45,93,laptop,sharp,500,five hundred two,501,3,0.4,2,501,sharp,500,0.376623376623
A3C01W6EC4R0LC,F,english,6,45,93,laptop,sharp,500,five hundred two,501,3,0.4,2,2000,round,2000,0.116883116883
A3C01W6EC4R0LC,F,english,6,45,93,laptop,sharp,500,five hundred two,501,3,0.4,2,2001,sharp,2000,0.116883116883
A3C01W6EC4R0LC,F,english,6,45,93,laptop,sharp,500,five hundred two,501,3,0.4,2,10000,round,10000,0.0
A3C01W6EC4R0LC,F,english,6,45,93,laptop,sharp,500,five hundred two,501,3,0.4,2,10001,sharp,10000,0.012987012987
A3C01W6EC4R0LC,F,english,6,45,96,laptop,sharp,10000,ten thousand two,10001,3,1,3,500,round,500,0.358024691358
A3C01W6EC4R0LC,F,english,6,45,96,laptop,sharp,10000,ten thousand two,10001,3,1,3,501,sharp,500,0.358024691358
A3C01W6EC4R0LC,F,english,6,45,96,laptop,sharp,10000,ten thousand two,10001,3,1,3,2000,round,2000,0.123456790123
A3C01W6EC4R0LC,F,english,6,45,96,laptop,sharp,10000,ten thousand two,10001,3,1,3,2001,sharp,2000,0.123456790123
A3C01W6EC4R0LC,F,english,6,45,96,laptop,sharp,10000,ten thousand two,10001,3,1,3,10000,round,10000,0.0123456790123
A3C01W6EC4R0LC,F,english,6,45,96,laptop,sharp,10000,ten thousand two,10001,3,1,3,10001,sharp,10000,0.0246913580247
A3C01W6EC4R0LC,F,english,6,45,88,laptop,round,10000,ten thousand,10000,2,0.975,4,500,round,500,0.353658536585
A3C01W6EC4R0LC,F,english,6,45,88,laptop,round,10000,ten thousand,10000,2,0.975,4,501,sharp,500,0.353658536585
A3C01W6EC4R0LC,F,english,6,45,88,laptop,round,10000,ten thousand,10000,2,0.975,4,2000,round,2000,0.146341463415
A3C01W6EC4R0LC,F,english,6,45,88,laptop,round,10000,ten thousand,10000,2,0.975,4,2001,sharp,2000,0.121951219512
A3C01W6EC4R0LC,F,english,6,45,88,laptop,round,10000,ten thousand,10000,2,0.975,4,10000,round,10000,0.0121951219512
A3C01W6EC4R0LC,F,english,6,45,88,laptop,round,10000,ten thousand,10000,2,0.975,4,10001,sharp,10000,0.0121951219512
A3C01W6EC4R0LC,F,english,6,45,87,laptop,round,2000,two thousand,2000,2,0.75,5,500,round,500,0.28431372549
A3C01W6EC4R0LC,F,english,6,45,87,laptop,round,2000,two thousand,2000,2,0.75,5,501,sharp,500,0.28431372549
A3C01W6EC4R0LC,F,english,6,45,87,laptop,round,2000,two thousand,2000,2,0.75,5,2000,round,2000,0.196078431373
A3C01W6EC4R0LC,F,english,6,45,87,laptop,round,2000,two thousand,2000,2,0.75,5,2001,sharp,2000,0.196078431373
A3C01W6EC4R0LC,F,english,6,45,87,laptop,round,2000,two thousand,2000,2,0.75,5,10000,round,10000,0.0196078431373
A3C01W6EC4R0LC,F,english,6,45,87,laptop,round,2000,two thousand,2000,2,0.75,5,10001,sharp,10000,0.0196078431373
