workerID, gender, nativeLanguage, income, age, domain, inferredPrice0, inferredPrice1, inferredPrice2, inferredPrice3, inferredPrice4, inferredPrice5, inferredPrice6, inferredPrice6, inferredPrice7, inferredPrice8, inferredPrice9, order, buyer, 
A1KN3TP3P2NJHC, F, English, 4, 65, laptop, 0, 0, 1, 1, 1, 1, 0.45, 0.45, 0, 0, 1, Alex, 
A1KN3TP3P2NJHC, F, English, 4, 65, watch, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, Bob, 
A1KN3TP3P2NJHC, F, English, 4, 65, electric kettle, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 3, Calvin, 
A3DZ46U9XRLVBI, F, english, 8, 35, watch, 0.975, 0.8, 0.325, 0.325, 0.25, 0.25, 0.1, 0.125, 0.075, 0.075, 1, Calvin, 
A3DZ46U9XRLVBI, F, english, 8, 35, electric kettle, 0.975, 1, 0.05, 0.05, 0, 0, 0, 0, 0, 0, 2, Alex, 
A3DZ46U9XRLVBI, F, english, 8, 35, laptop, 0, 0, 0.7, 0.7, 0.8, 0.8, 0, 0, 0, 0, 3, Bob, 
A3AJR1PM02424Y, F, English, 4, 35, watch, 1, 1, 0.75, 0.75, 0.575, 0.575, 0.3, 0.3, 0.225, 0.225, 1, Calvin, 
A3AJR1PM02424Y, F, English, 4, 35, electric kettle, 1, 1, 0.25, 0.25, 0.125, 0.15, 0.05, 0.05, 0, 0, 2, Alex, 
A3AJR1PM02424Y, F, English, 4, 35, laptop, 0.1, 0.1, 0.625, 0.6, 0.75, 0.75, 0.75, 0.775, 0.15, 0.175, 3, Bob, 
A1XAOEDK0Y2KBT, M, English, 8, 45, laptop, 0, 0, 0.275, 0.275, 0.975, 0.725, 0.275, 0.275, 0.025, 0.05, 1, Calvin, 
A1XAOEDK0Y2KBT, M, English, 8, 45, watch, 0.975, 0.95, 0.775, 0.75, 0.5, 0.5, 0.25, 0.225, 0.225, 0.2, 2, Alex, 
A1XAOEDK0Y2KBT, M, English, 8, 45, electric kettle, 1, 0.975, 0.25, 0.275, 0.025, 0.025, 0, 0.025, 0.025, 0, 3, Bob, 
A195WB6MMIHUL7, F, english, 6, 17, watch, 0.675, 0.75, 0.5, 0.425, 0.175, 0.125, 0.1, 0.125, 0, 0, 1, Bob, 
A195WB6MMIHUL7, F, english, 6, 17, electric kettle, 1, 1, 0.15, 0.125, 0, 0, 0, 0, 0, 0, 2, Calvin, 
A195WB6MMIHUL7, F, english, 6, 17, laptop, 0, 0, 1, 1, 1, 0.25, 0.05, 0.05, 0, 0, 3, Alex, 
A14PFRHG0A2YY9, M, english, 4, 55, watch, 1, 1, 0.3, 0.3, 0.3, 0.3, 0.15, 0.15, 0.025, 0.025, 1, Calvin, 
A14PFRHG0A2YY9, M, english, 4, 55, electric kettle, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, Alex, 
A14PFRHG0A2YY9, M, english, 4, 55, laptop, 0.125, 0.125, 0.875, 0.875, 0.875, 0.875, 0, 0, 0, 0, 3, Bob, 
A26QHAE41IXQNX, F, English, 6, 35, laptop, 0, 0, 0.725, 0.675, 0.9, 0.95, 0.225, 0.25, 0, 0, 1, Alex, 
A26QHAE41IXQNX, F, English, 6, 35, watch, 0.975, 1, 1, 1, 1, 1, 0.75, 0.75, 0.175, 0.2, 2, Bob, 
A26QHAE41IXQNX, F, English, 6, 35, electric kettle, 0.975, 0.95, 0, 0, 0, 0, 0, 0, 0, 0, 3, Calvin, 
A2V0ADROWMC2ZM, F, English, 6, 65, watch, 0.725, 0.75, 0.225, 0.25, 0.125, 0.15, 0.025, 0.025, 0.025, 0, 1, Bob, 
A2V0ADROWMC2ZM, F, English, 6, 65, electric kettle, 0.975, 0.975, 0, 0.025, 0.025, 0, 0, 0.025, 0.025, 0, 2, Calvin, 
A2V0ADROWMC2ZM, F, English, 6, 65, laptop, 0, 0.025, 0.75, 0.775, 0.825, 0.875, 0.075, 0.075, 0, 0.025, 3, Alex, 
A2SYRFPPV9WDEG, M, English, 4, 35, laptop, 0.075, 0.1, 0.75, 0.775, 0.775, 0.7, 0.025, 0.025, 0.025, 0.025, 1, Bob, 
A2SYRFPPV9WDEG, M, English, 4, 35, watch, 0.575, 0.625, 0.575, 0.5, 0.4, 0.375, 0.075, 0.05, 0.05, 0.05, 2, Calvin, 
A2SYRFPPV9WDEG, M, English, 4, 35, electric kettle, 0.9, 0.925, 0.325, 0.2, 0.075, 0.025, 0.025, 0.025, 0.025, 0.025, 3, Alex, 
ATJ8M4UR7NGIJ, M, English, 8, 45, watch, 0.9, 0.875, 0.625, 0.525, 0.4, 0.125, 0.075, 0.1, 0.025, 0.025, 1, Calvin, 
ATJ8M4UR7NGIJ, M, English, 8, 45, electric kettle, 0.9, 0.8, 0.025, 0.025, 0, 0.025, 0.025, 0.025, 0.025, 0, 2, Alex, 
ATJ8M4UR7NGIJ, M, English, 8, 45, laptop, 0.025, 0, 0.725, 0.7, 0.875, 0.9, 0.025, 0.025, 0.025, 0.025, 3, Bob, 
A4G9OTZ1410S2, F, english, 4, 35, laptop, 0.025, 0.025, 0.8, 0.975, 0.25, 0.025, 0.025, 0.025, 0.025, 0.025, 1, Bob, 
A4G9OTZ1410S2, F, english, 4, 35, watch, 0.725, 0.975, 0.25, 0.25, 0.25, 0.275, 0.05, 0.05, 0.025, 0.025, 2, Calvin, 
A4G9OTZ1410S2, F, english, 4, 35, electric kettle, 0.975, 0.775, 0.025, 0.025, 0.025, 0.025, 0.025, 0, 0.025, 0.025, 3, Alex, 
A379U322YXBRUJ, F, english, 0, 25, watch, 0.75, 0.725, 0.65, 0.4, 0.625, 0.375, 0.125, 0.25, 0.075, 0.075, 1, Bob, 
A379U322YXBRUJ, F, english, 0, 25, electric kettle, 0.95, 0.85, 0.5, 0.5, 0.275, 0.25, 0.05, 0.025, 0.025, 0.05, 2, Calvin, 
A379U322YXBRUJ, F, english, 0, 25, laptop, 0.15, 0.125, 0.5, 0.575, 0.975, 0.975, 0.75, 0.8, 0.225, 0.15, 3, Alex, 
A3LR6R0ZWHIF0C, F, English, 4, 35, watch, 0.75, 0.725, 0.65, 0.625, 0.35, 0.275, 0.225, 0.175, 0.1, 0.1, 1, Alex, 
A3LR6R0ZWHIF0C, F, English, 4, 35, electric kettle, 0.6, 0.6, 0.35, 0.275, 0.15, 0.15, 0.125, 0.1, 0.025, 0.5, 2, Bob, 
A3LR6R0ZWHIF0C, F, English, 4, 35, laptop, 0.05, 0.05, 0.6, 0.625, 0.275, 0.2, 0.25, 0.225, 0.225, 0.25, 3, Calvin, 
A113IOM3ACFXGR, F, English, 6, 35, watch, 0.5, 0.375, 0.725, 1, 0.625, 0.75, 0.275, 0.425, 0, 0, 1, Alex, 
A113IOM3ACFXGR, F, English, 6, 35, electric kettle, 1, 1, 0.125, 0.225, 0, 0, 0, 0, 0, 0, 2, Bob, 
A113IOM3ACFXGR, F, English, 6, 35, laptop, 0.175, 0.075, 0.875, 0.9, 1, 0.9, 0.35, 0.3, 0.225, 0.2, 3, Calvin, 
A2HT6JCMYXK4XP, M, English, 4, 25, watch, 0.25, 0.5, 0.75, 0.375, 0.325, 0.275, 0.275, 0.275, 0.175, 0.1, 1, Bob, 
A2HT6JCMYXK4XP, M, English, 4, 25, electric kettle, 0.975, 0.7, 0.1, 0.1, 0, 0, 0, 0, 0, 0, 2, Calvin, 
A2HT6JCMYXK4XP, M, English, 4, 25, laptop, 0, 0, 0.775, 0.725, 0.9, 0.9, 0.3, 0.225, 0.1, 0.1, 3, Alex, 
A1C19XPG91AIXX, F, English, 4, 35, laptop, 0, 0, 0.75, 0.225, 0.625, 0.2, 0.075, 0.075, 0, 0, 1, Calvin, 
A1C19XPG91AIXX, F, English, 4, 35, watch, 0.4, 0.375, 0.275, 0.275, 0.15, 0.075, 0.05, 0.05, 0, 0, 2, Alex, 
A1C19XPG91AIXX, F, English, 4, 35, electric kettle, 0.9, 0.85, 0, 0, 0, 0, 0, 0, 0, 0, 3, Bob, 
A1VJAEPNA6YARO, F, English, 4, 35, watch, 0.7, 0.725, 0.275, 0.25, 0.025, 0.025, 0.025, 0.025, 0.025, 0, 1, Bob, 
A1VJAEPNA6YARO, F, English, 4, 35, electric kettle, 1, 0.275, 0.025, 0.025, 0.025, 0.025, 0, 0.025, 0.025, 0, 2, Calvin, 
A1VJAEPNA6YARO, F, English, 4, 35, laptop, 0.025, 0, 0.975, 0.725, 0.725, 0.75, 0.05, 0.025, 0.025, 0.025, 3, Alex, 
A3PDOZ6I8PE9ZK, F, English, 10, 45, watch, 0.725, 0.8, 0.05, 0.075, 0.075, 0.05, 0.05, 0.025, 0.025, 0.025, 1, Calvin, 
A3PDOZ6I8PE9ZK, F, English, 10, 45, electric kettle, 0.25, 0.25, 0.025, 0, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 2, Alex, 
A3PDOZ6I8PE9ZK, F, English, 10, 45, laptop, 0.025, 0.025, 0.8, 0.85, 0.75, 0.725, 0.025, 0.025, 0.025, 0.025, 3, Bob, 
A1OLRUT93TXWEP, M, English, 0, 35, watch, 0.6, 0.65, 0.325, 0.3, 0.175, 0.15, 0.05, 0, 0, 0, 1, Bob, 
A1OLRUT93TXWEP, M, English, 0, 35, electric kettle, 0.5, 0.5, 0.4, 0.4, 0.2, 0.2, 0.025, 0.025, 0, 0, 2, Calvin, 
A1OLRUT93TXWEP, M, English, 0, 35, laptop, 0.075, 0.1, 0.35, 0.325, 0.725, 0.675, 0.025, 0.025, 0, 0.025, 3, Alex, 
A1TE2HRRL0B2LL, F, English, 4, 25, watch, 0.975, 1, 0.05, 0.05, 0.025, 0.025, 0.025, 0.025, 0.025, 0.025, 1, Bob, 
A1TE2HRRL0B2LL, F, English, 4, 25, electric kettle, 0.975, 0.9, 0.05, 0.05, 0.025, 0.05, 0.05, 0.05, 0.05, 0.075, 2, Calvin, 
A1TE2HRRL0B2LL, F, English, 4, 25, laptop, 0.05, 0.025, 0.95, 1, 0.975, 0.95, 0.7, 0.025, 0, 0.025, 3, Alex, 
A1WJ1S1LXP47NH, F, English, 4, 35, laptop, 1, 1, 0.75, 1, 0.25, 0.25, 0, 0, 0, 0, 1, Bob, 
A1WJ1S1LXP47NH, F, English, 4, 35, watch, 1, 1, 0.5, 0.225, 0.225, 0.2, 0.15, 0.1, 0.075, 0.025, 2, Calvin, 
A1WJ1S1LXP47NH, F, English, 4, 35, electric kettle, 0.75, 0.65, 0.1, 0.15, 0, 0, 0, 0, 0, 0, 3, Alex, 
AW8MS3KBOFRAS, F, english, 4, 35, laptop, 0.025, 0.025, 0.7, 0.725, 0.25, 0.275, 0.15, 0.15, 0.025, 0.025, 1, Calvin, 
AW8MS3KBOFRAS, F, english, 4, 35, watch, 0.975, 0.975, 0.325, 0.35, 0.275, 0.275, 0.2, 0.225, 0.125, 0.125, 2, Alex, 
AW8MS3KBOFRAS, F, english, 4, 35, electric kettle, 1, 0.95, 0.325, 0.325, 0.05, 0.05, 0.025, 0.025, 0.05, 0.025, 3, Bob, 
A3RHYRK2KWHAAY, F, English, 4, 45, watch, 0.725, 0.725, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 0.25, 1, Bob, 
A3RHYRK2KWHAAY, F, English, 4, 45, electric kettle, 0.725, 0.75, 0, 0, 0.025, 0.025, 0, 0, 0, 0, 2, Calvin, 
A3RHYRK2KWHAAY, F, English, 4, 45, laptop, 0.25, 0.25, 0.625, 0.625, 0.625, 0.625, 0.275, 0.275, 0.15, 0.15, 3, Alex, 
A12LT5LMXMNXIO, M, English, 8, 55, watch, 0.725, 0.725, 0.15, 0.15, 0.125, 0.125, 0.1, 0.05, 0.05, 0.05, 1, Alex, 
A12LT5LMXMNXIO, M, English, 8, 55, electric kettle, 0.75, 0.75, 0.05, 0.05, 0.05, 0.05, 0.025, 0.025, 0.025, 0, 2, Bob, 
A12LT5LMXMNXIO, M, English, 8, 55, laptop, 0.025, 0, 0.025, 0.025, 0.55, 0.575, 0.15, 0.15, 0.1, 0.075, 3, Calvin, 
A1E7IRBPHID9JC, F, English, 10, 55, watch, 0.725, 0.725, 0.225, 0.225, 0.125, 0.125, 0.1, 0.1, 0.075, 0.075, 1, Bob, 
A1E7IRBPHID9JC, F, English, 10, 55, electric kettle, 0.725, 0.725, 0.25, 0.25, 0.175, 0.175, 0.1, 0.1, 0.05, 0.05, 2, Calvin, 
A1E7IRBPHID9JC, F, English, 10, 55, laptop, 0.05, 0.05, 0.225, 0.225, 0.725, 0.725, 0.95, 0.95, 0.975, 0.975, 3, Alex, 
A13E3P6QQ9F5PO, M, English, 6, 45, watch, 0.75, 0.75, 0.4, 0.4, 0.1, 0.1, 0.075, 0.075, 0, 0, 1, Calvin, 
A13E3P6QQ9F5PO, M, English, 6, 45, electric kettle, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 2, Alex, 
A13E3P6QQ9F5PO, M, English, 6, 45, laptop, 0, 0, 0.75, 0.75, 1, 1, 0.1, 0.1, 0, 0, 3, Bob, 
A1Y0GZJDECNCQR, M, English, 4, 35, watch, 0.175, 0.65, 0.775, 0.85, 0.1, 0.125, 0, 0, 0, 0, 1, Bob, 
A1Y0GZJDECNCQR, M, English, 4, 35, electric kettle, 1, 0.975, 0, 0, 0, 0, 0, 0, 0, 0, 2, Calvin, 
A1Y0GZJDECNCQR, M, English, 4, 35, laptop, 0, 0, 0.875, 0.875, 1, 1, 0.35, 0.325, 0.05, 0.075, 3, Alex, 
A261BGQAPP1916, F, English, 4, 25, watch, 1, 1, 0.575, 0.6, 0.25, 0.325, 0.1, 0.175, 0, 0.05, 1, Bob, 
A261BGQAPP1916, F, English, 4, 25, electric kettle, 0.95, 0.825, 0.25, 0.3, 0.225, 0.175, 0.1, 0.1, 0, 0.05, 2, Calvin, 
A261BGQAPP1916, F, English, 4, 25, laptop, 0.275, 0.35, 0.9, 0.9, 0.75, 0.775, 0.275, 0.2, 0.05, 0, 3, Alex, 
A7FL0UDBGPAO0, F, English, 4, 35, laptop, 0, 0, 1, 1, 0.925, 0.925, 0.6, 0.6, 0.1, 0.1, 1, Bob, 
A7FL0UDBGPAO0, F, English, 4, 35, watch, 0.7, 0.7, 0.65, 0.65, 0.375, 0.35, 0.175, 0.15, 0, 0, 2, Calvin, 
A7FL0UDBGPAO0, F, English, 4, 35, electric kettle, 0.775, 0.775, 0.1, 0.125, 0, 0, 0, 0, 0, 0, 3, Alex, 
A23MB6ZZ9X05P9, F, english, 8, 35, watch, 0.675, 0.725, 0.5, 0.5, 0.35, 0.35, 0.375, 0.375, 0.2, 0.325, 1, Alex, 
A23MB6ZZ9X05P9, F, english, 8, 35, electric kettle, 0.5, 0.5, 0.225, 0.25, 0.15, 0.125, 0.125, 0.1, 0.1, 0.075, 2, Bob, 
A23MB6ZZ9X05P9, F, english, 8, 35, laptop, 0.1, 0.1, 0.6, 0.55, 0.95, 0.925, 0.25, 0.25, 0.1, 0.125, 3, Calvin, 
