workerID,gender,language,income,age,domain,order,buyer,interpretation,interpretationType,interpretationRounded,interpretationProb
A2V0ADROWMC2ZM,F,English,6,65,electric kettle,2,Calvin,5001,sharp,5000,0.0121951219512
A2V0ADROWMC2ZM,F,English,6,65,electric kettle,2,Calvin,10000,round,10000,0.0121951219512
A2V0ADROWMC2ZM,F,English,6,65,electric kettle,2,Calvin,10001,sharp,10000,0.0
A2V0ADROWMC2ZM,F,English,6,65,laptop,3,Alex,50,round,50,0.0
A2V0ADROWMC2ZM,F,English,6,65,laptop,3,Alex,51,sharp,50,0.00729927007299
A2V0ADROWMC2ZM,F,English,6,65,laptop,3,Alex,500,round,500,0.21897810219
A2V0ADROWMC2ZM,F,English,6,65,laptop,3,Alex,501,sharp,500,0.226277372263
A2V0ADROWMC2ZM,F,English,6,65,laptop,3,Alex,1000,round,1000,0.240875912409
A2V0ADROWMC2ZM,F,English,6,65,laptop,3,Alex,1001,sharp,1000,0.255474452555
A2V0ADROWMC2ZM,F,English,6,65,laptop,3,Alex,5000,round,5000,0.021897810219
A2V0ADROWMC2ZM,F,English,6,65,laptop,3,Alex,5001,sharp,5000,0.021897810219
A2V0ADROWMC2ZM,F,English,6,65,laptop,3,Alex,10000,round,10000,0.0
A2V0ADROWMC2ZM,F,English,6,65,laptop,3,Alex,10001,sharp,10000,0.00729927007299
A2SYRFPPV9WDEG,M,English,4,35,laptop,1,Bob,50,round,50,0.0229007633588
A2SYRFPPV9WDEG,M,English,4,35,laptop,1,Bob,51,sharp,50,0.030534351145
A2SYRFPPV9WDEG,M,English,4,35,laptop,1,Bob,500,round,500,0.229007633588
A2SYRFPPV9WDEG,M,English,4,35,laptop,1,Bob,501,sharp,500,0.236641221374
A2SYRFPPV9WDEG,M,English,4,35,laptop,1,Bob,1000,round,1000,0.236641221374
A2SYRFPPV9WDEG,M,English,4,35,laptop,1,Bob,1001,sharp,1000,0.213740458015
A2SYRFPPV9WDEG,M,English,4,35,laptop,1,Bob,5000,round,5000,0.00763358778626
A2SYRFPPV9WDEG,M,English,4,35,laptop,1,Bob,5001,sharp,5000,0.00763358778626
A2SYRFPPV9WDEG,M,English,4,35,laptop,1,Bob,10000,round,10000,0.00763358778626
A2SYRFPPV9WDEG,M,English,4,35,laptop,1,Bob,10001,sharp,10000,0.00763358778626
A2SYRFPPV9WDEG,M,English,4,35,watch,2,Calvin,50,round,50,0.175572519084
A2SYRFPPV9WDEG,M,English,4,35,watch,2,Calvin,51,sharp,50,0.190839694656
A2SYRFPPV9WDEG,M,English,4,35,watch,2,Calvin,500,round,500,0.175572519084
A2SYRFPPV9WDEG,M,English,4,35,watch,2,Calvin,501,sharp,500,0.152671755725
A2SYRFPPV9WDEG,M,English,4,35,watch,2,Calvin,1000,round,1000,0.12213740458
A2SYRFPPV9WDEG,M,English,4,35,watch,2,Calvin,1001,sharp,1000,0.114503816794
A2SYRFPPV9WDEG,M,English,4,35,watch,2,Calvin,5000,round,5000,0.0229007633588
A2SYRFPPV9WDEG,M,English,4,35,watch,2,Calvin,5001,sharp,5000,0.0152671755725
A2SYRFPPV9WDEG,M,English,4,35,watch,2,Calvin,10000,round,10000,0.0152671755725
A2SYRFPPV9WDEG,M,English,4,35,watch,2,Calvin,10001,sharp,10000,0.0152671755725
A2SYRFPPV9WDEG,M,English,4,35,electric kettle,3,Alex,50,round,50,0.352941176471
A2SYRFPPV9WDEG,M,English,4,35,electric kettle,3,Alex,51,sharp,50,0.362745098039
A2SYRFPPV9WDEG,M,English,4,35,electric kettle,3,Alex,500,round,500,0.127450980392
A2SYRFPPV9WDEG,M,English,4,35,electric kettle,3,Alex,501,sharp,500,0.078431372549
A2SYRFPPV9WDEG,M,English,4,35,electric kettle,3,Alex,1000,round,1000,0.0294117647059
A2SYRFPPV9WDEG,M,English,4,35,electric kettle,3,Alex,1001,sharp,1000,0.00980392156863
A2SYRFPPV9WDEG,M,English,4,35,electric kettle,3,Alex,5000,round,5000,0.00980392156863
A2SYRFPPV9WDEG,M,English,4,35,electric kettle,3,Alex,5001,sharp,5000,0.00980392156863
A2SYRFPPV9WDEG,M,English,4,35,electric kettle,3,Alex,10000,round,10000,0.00980392156863
A2SYRFPPV9WDEG,M,English,4,35,electric kettle,3,Alex,10001,sharp,10000,0.00980392156863
ATJ8M4UR7NGIJ,M,English,8,45,watch,1,Calvin,50,round,50,0.244897959184
ATJ8M4UR7NGIJ,M,English,8,45,watch,1,Calvin,51,sharp,50,0.238095238095
ATJ8M4UR7NGIJ,M,English,8,45,watch,1,Calvin,500,round,500,0.170068027211
ATJ8M4UR7NGIJ,M,English,8,45,watch,1,Calvin,501,sharp,500,0.142857142857
ATJ8M4UR7NGIJ,M,English,8,45,watch,1,Calvin,1000,round,1000,0.108843537415
ATJ8M4UR7NGIJ,M,English,8,45,watch,1,Calvin,1001,sharp,1000,0.0340136054422
ATJ8M4UR7NGIJ,M,English,8,45,watch,1,Calvin,5000,round,5000,0.0204081632653
ATJ8M4UR7NGIJ,M,English,8,45,watch,1,Calvin,5001,sharp,5000,0.0272108843537
ATJ8M4UR7NGIJ,M,English,8,45,watch,1,Calvin,10000,round,10000,0.00680272108844
ATJ8M4UR7NGIJ,M,English,8,45,watch,1,Calvin,10001,sharp,10000,0.00680272108844
ATJ8M4UR7NGIJ,M,English,8,45,electric kettle,2,Alex,50,round,50,0.486486486486
ATJ8M4UR7NGIJ,M,English,8,45,electric kettle,2,Alex,51,sharp,50,0.432432432432
ATJ8M4UR7NGIJ,M,English,8,45,electric kettle,2,Alex,500,round,500,0.0135135135135
ATJ8M4UR7NGIJ,M,English,8,45,electric kettle,2,Alex,501,sharp,500,0.0135135135135
ATJ8M4UR7NGIJ,M,English,8,45,electric kettle,2,Alex,1000,round,1000,0.0
ATJ8M4UR7NGIJ,M,English,8,45,electric kettle,2,Alex,1001,sharp,1000,0.0135135135135
ATJ8M4UR7NGIJ,M,English,8,45,electric kettle,2,Alex,5000,round,5000,0.0135135135135
ATJ8M4UR7NGIJ,M,English,8,45,electric kettle,2,Alex,5001,sharp,5000,0.0135135135135
ATJ8M4UR7NGIJ,M,English,8,45,electric kettle,2,Alex,10000,round,10000,0.0135135135135
ATJ8M4UR7NGIJ,M,English,8,45,electric kettle,2,Alex,10001,sharp,10000,0.0
ATJ8M4UR7NGIJ,M,English,8,45,laptop,3,Bob,50,round,50,0.00751879699248
ATJ8M4UR7NGIJ,M,English,8,45,laptop,3,Bob,51,sharp,50,0.0
ATJ8M4UR7NGIJ,M,English,8,45,laptop,3,Bob,500,round,500,0.218045112782
ATJ8M4UR7NGIJ,M,English,8,45,laptop,3,Bob,501,sharp,500,0.210526315789
ATJ8M4UR7NGIJ,M,English,8,45,laptop,3,Bob,1000,round,1000,0.263157894737
ATJ8M4UR7NGIJ,M,English,8,45,laptop,3,Bob,1001,sharp,1000,0.270676691729
ATJ8M4UR7NGIJ,M,English,8,45,laptop,3,Bob,5000,round,5000,0.00751879699248
ATJ8M4UR7NGIJ,M,English,8,45,laptop,3,Bob,5001,sharp,5000,0.00751879699248
ATJ8M4UR7NGIJ,M,English,8,45,laptop,3,Bob,10000,round,10000,0.00751879699248
ATJ8M4UR7NGIJ,M,English,8,45,laptop,3,Bob,10001,sharp,10000,0.00751879699248
A4G9OTZ1410S2,F,english,4,35,laptop,1,Bob,50,round,50,0.0113636363636
A4G9OTZ1410S2,F,english,4,35,laptop,1,Bob,51,sharp,50,0.0113636363636
A4G9OTZ1410S2,F,english,4,35,laptop,1,Bob,500,round,500,0.363636363636
A4G9OTZ1410S2,F,english,4,35,laptop,1,Bob,501,sharp,500,0.443181818182
A4G9OTZ1410S2,F,english,4,35,laptop,1,Bob,1000,round,1000,0.113636363636
A4G9OTZ1410S2,F,english,4,35,laptop,1,Bob,1001,sharp,1000,0.0113636363636
A4G9OTZ1410S2,F,english,4,35,laptop,1,Bob,5000,round,5000,0.0113636363636
A4G9OTZ1410S2,F,english,4,35,laptop,1,Bob,5001,sharp,5000,0.0113636363636
A4G9OTZ1410S2,F,english,4,35,laptop,1,Bob,10000,round,10000,0.0113636363636
A4G9OTZ1410S2,F,english,4,35,laptop,1,Bob,10001,sharp,10000,0.0113636363636
A4G9OTZ1410S2,F,english,4,35,watch,2,Calvin,50,round,50,0.252173913043
A4G9OTZ1410S2,F,english,4,35,watch,2,Calvin,51,sharp,50,0.339130434783
A4G9OTZ1410S2,F,english,4,35,watch,2,Calvin,500,round,500,0.0869565217391
A4G9OTZ1410S2,F,english,4,35,watch,2,Calvin,501,sharp,500,0.0869565217391
A4G9OTZ1410S2,F,english,4,35,watch,2,Calvin,1000,round,1000,0.0869565217391
A4G9OTZ1410S2,F,english,4,35,watch,2,Calvin,1001,sharp,1000,0.095652173913
A4G9OTZ1410S2,F,english,4,35,watch,2,Calvin,5000,round,5000,0.0173913043478
A4G9OTZ1410S2,F,english,4,35,watch,2,Calvin,5001,sharp,5000,0.0173913043478
A4G9OTZ1410S2,F,english,4,35,watch,2,Calvin,10000,round,10000,0.00869565217391
A4G9OTZ1410S2,F,english,4,35,watch,2,Calvin,10001,sharp,10000,0.00869565217391
A4G9OTZ1410S2,F,english,4,35,electric kettle,3,Alex,50,round,50,0.506493506494
A4G9OTZ1410S2,F,english,4,35,electric kettle,3,Alex,51,sharp,50,0.402597402597
A4G9OTZ1410S2,F,english,4,35,electric kettle,3,Alex,500,round,500,0.012987012987
A4G9OTZ1410S2,F,english,4,35,electric kettle,3,Alex,501,sharp,500,0.012987012987
A4G9OTZ1410S2,F,english,4,35,electric kettle,3,Alex,1000,round,1000,0.012987012987
A4G9OTZ1410S2,F,english,4,35,electric kettle,3,Alex,1001,sharp,1000,0.012987012987
A4G9OTZ1410S2,F,english,4,35,electric kettle,3,Alex,5000,round,5000,0.012987012987
A4G9OTZ1410S2,F,english,4,35,electric kettle,3,Alex,5001,sharp,5000,0.0
A4G9OTZ1410S2,F,english,4,35,electric kettle,3,Alex,10000,round,10000,0.012987012987
A4G9OTZ1410S2,F,english,4,35,electric kettle,3,Alex,10001,sharp,10000,0.012987012987
A379U322YXBRUJ,F,english,0,25,watch,1,Bob,50,round,50,0.185185185185
A379U322YXBRUJ,F,english,0,25,watch,1,Bob,51,sharp,50,0.179012345679
A379U322YXBRUJ,F,english,0,25,watch,1,Bob,500,round,500,0.16049382716
A379U322YXBRUJ,F,english,0,25,watch,1,Bob,501,sharp,500,0.0987654320988
A379U322YXBRUJ,F,english,0,25,watch,1,Bob,1000,round,1000,0.154320987654
A379U322YXBRUJ,F,english,0,25,watch,1,Bob,1001,sharp,1000,0.0925925925926
A379U322YXBRUJ,F,english,0,25,watch,1,Bob,5000,round,5000,0.0308641975309
A379U322YXBRUJ,F,english,0,25,watch,1,Bob,5001,sharp,5000,0.0617283950617
A379U322YXBRUJ,F,english,0,25,watch,1,Bob,10000,round,10000,0.0185185185185
A379U322YXBRUJ,F,english,0,25,watch,1,Bob,10001,sharp,10000,0.0185185185185
A379U322YXBRUJ,F,english,0,25,electric kettle,2,Calvin,50,round,50,0.273381294964
A379U322YXBRUJ,F,english,0,25,electric kettle,2,Calvin,51,sharp,50,0.244604316547
A379U322YXBRUJ,F,english,0,25,electric kettle,2,Calvin,500,round,500,0.143884892086
A379U322YXBRUJ,F,english,0,25,electric kettle,2,Calvin,501,sharp,500,0.143884892086
A379U322YXBRUJ,F,english,0,25,electric kettle,2,Calvin,1000,round,1000,0.0791366906475
A379U322YXBRUJ,F,english,0,25,electric kettle,2,Calvin,1001,sharp,1000,0.0719424460432
A379U322YXBRUJ,F,english,0,25,electric kettle,2,Calvin,5000,round,5000,0.0143884892086
A379U322YXBRUJ,F,english,0,25,electric kettle,2,Calvin,5001,sharp,5000,0.00719424460432
A379U322YXBRUJ,F,english,0,25,electric kettle,2,Calvin,10000,round,10000,0.00719424460432
A379U322YXBRUJ,F,english,0,25,electric kettle,2,Calvin,10001,sharp,10000,0.0143884892086
A379U322YXBRUJ,F,english,0,25,laptop,3,Alex,50,round,50,0.0287081339713
A379U322YXBRUJ,F,english,0,25,laptop,3,Alex,51,sharp,50,0.0239234449761
A379U322YXBRUJ,F,english,0,25,laptop,3,Alex,500,round,500,0.0956937799043
A379U322YXBRUJ,F,english,0,25,laptop,3,Alex,501,sharp,500,0.11004784689
A379U322YXBRUJ,F,english,0,25,laptop,3,Alex,1000,round,1000,0.186602870813
A379U322YXBRUJ,F,english,0,25,laptop,3,Alex,1001,sharp,1000,0.186602870813
A379U322YXBRUJ,F,english,0,25,laptop,3,Alex,5000,round,5000,0.143540669856
A379U322YXBRUJ,F,english,0,25,laptop,3,Alex,5001,sharp,5000,0.153110047847
A379U322YXBRUJ,F,english,0,25,laptop,3,Alex,10000,round,10000,0.0430622009569
A379U322YXBRUJ,F,english,0,25,laptop,3,Alex,10001,sharp,10000,0.0287081339713
A3LR6R0ZWHIF0C,F,English,4,35,watch,1,Alex,50,round,50,0.188679245283
A3LR6R0ZWHIF0C,F,English,4,35,watch,1,Alex,51,sharp,50,0.182389937107
A3LR6R0ZWHIF0C,F,English,4,35,watch,1,Alex,500,round,500,0.163522012579
A3LR6R0ZWHIF0C,F,English,4,35,watch,1,Alex,501,sharp,500,0.157232704403
A3LR6R0ZWHIF0C,F,English,4,35,watch,1,Alex,1000,round,1000,0.0880503144654
A3LR6R0ZWHIF0C,F,English,4,35,watch,1,Alex,1001,sharp,1000,0.0691823899371
A3LR6R0ZWHIF0C,F,English,4,35,watch,1,Alex,5000,round,5000,0.0566037735849
A3LR6R0ZWHIF0C,F,English,4,35,watch,1,Alex,5001,sharp,5000,0.0440251572327
A3LR6R0ZWHIF0C,F,English,4,35,watch,1,Alex,10000,round,10000,0.0251572327044
A3LR6R0ZWHIF0C,F,English,4,35,watch,1,Alex,10001,sharp,10000,0.0251572327044
A3LR6R0ZWHIF0C,F,English,4,35,electric kettle,2,Bob,50,round,50,0.208695652174
A3LR6R0ZWHIF0C,F,English,4,35,electric kettle,2,Bob,51,sharp,50,0.208695652174
A3LR6R0ZWHIF0C,F,English,4,35,electric kettle,2,Bob,500,round,500,0.121739130435
A3LR6R0ZWHIF0C,F,English,4,35,electric kettle,2,Bob,501,sharp,500,0.095652173913
A3LR6R0ZWHIF0C,F,English,4,35,electric kettle,2,Bob,1000,round,1000,0.0521739130435
A3LR6R0ZWHIF0C,F,English,4,35,electric kettle,2,Bob,1001,sharp,1000,0.0521739130435
A3LR6R0ZWHIF0C,F,English,4,35,electric kettle,2,Bob,5000,round,5000,0.0434782608696
A3LR6R0ZWHIF0C,F,English,4,35,electric kettle,2,Bob,5001,sharp,5000,0.0347826086957
A3LR6R0ZWHIF0C,F,English,4,35,electric kettle,2,Bob,10000,round,10000,0.00869565217391
A3LR6R0ZWHIF0C,F,English,4,35,electric kettle,2,Bob,10001,sharp,10000,0.173913043478
A3LR6R0ZWHIF0C,F,English,4,35,laptop,3,Calvin,50,round,50,0.0181818181818
A3LR6R0ZWHIF0C,F,English,4,35,laptop,3,Calvin,51,sharp,50,0.0181818181818
A3LR6R0ZWHIF0C,F,English,4,35,laptop,3,Calvin,500,round,500,0.218181818182
A3LR6R0ZWHIF0C,F,English,4,35,laptop,3,Calvin,501,sharp,500,0.227272727273
A3LR6R0ZWHIF0C,F,English,4,35,laptop,3,Calvin,1000,round,1000,0.1
A3LR6R0ZWHIF0C,F,English,4,35,laptop,3,Calvin,1001,sharp,1000,0.0727272727273
A3LR6R0ZWHIF0C,F,English,4,35,laptop,3,Calvin,5000,round,5000,0.0909090909091
A3LR6R0ZWHIF0C,F,English,4,35,laptop,3,Calvin,5001,sharp,5000,0.0818181818182
A3LR6R0ZWHIF0C,F,English,4,35,laptop,3,Calvin,10000,round,10000,0.0818181818182
A3LR6R0ZWHIF0C,F,English,4,35,laptop,3,Calvin,10001,sharp,10000,0.0909090909091
A113IOM3ACFXGR,F,English,6,35,watch,1,Alex,50,round,50,0.106951871658
A113IOM3ACFXGR,F,English,6,35,watch,1,Alex,51,sharp,50,0.0802139037433
A113IOM3ACFXGR,F,English,6,35,watch,1,Alex,500,round,500,0.155080213904
A113IOM3ACFXGR,F,English,6,35,watch,1,Alex,501,sharp,500,0.213903743316
A113IOM3ACFXGR,F,English,6,35,watch,1,Alex,1000,round,1000,0.133689839572
A113IOM3ACFXGR,F,English,6,35,watch,1,Alex,1001,sharp,1000,0.160427807487
A113IOM3ACFXGR,F,English,6,35,watch,1,Alex,5000,round,5000,0.0588235294118
A113IOM3ACFXGR,F,English,6,35,watch,1,Alex,5001,sharp,5000,0.0909090909091
A113IOM3ACFXGR,F,English,6,35,watch,1,Alex,10000,round,10000,0.0
A113IOM3ACFXGR,F,English,6,35,watch,1,Alex,10001,sharp,10000,0.0
A113IOM3ACFXGR,F,English,6,35,electric kettle,2,Bob,50,round,50,0.425531914894
A113IOM3ACFXGR,F,English,6,35,electric kettle,2,Bob,51,sharp,50,0.425531914894
A113IOM3ACFXGR,F,English,6,35,electric kettle,2,Bob,500,round,500,0.0531914893617
A113IOM3ACFXGR,F,English,6,35,electric kettle,2,Bob,501,sharp,500,0.0957446808511
A113IOM3ACFXGR,F,English,6,35,electric kettle,2,Bob,1000,round,1000,0.0
A113IOM3ACFXGR,F,English,6,35,electric kettle,2,Bob,1001,sharp,1000,0.0
A113IOM3ACFXGR,F,English,6,35,electric kettle,2,Bob,5000,round,5000,0.0
A113IOM3ACFXGR,F,English,6,35,electric kettle,2,Bob,5001,sharp,5000,0.0
A113IOM3ACFXGR,F,English,6,35,electric kettle,2,Bob,10000,round,10000,0.0
A113IOM3ACFXGR,F,English,6,35,electric kettle,2,Bob,10001,sharp,10000,0.0
A113IOM3ACFXGR,F,English,6,35,laptop,3,Calvin,50,round,50,0.035
A113IOM3ACFXGR,F,English,6,35,laptop,3,Calvin,51,sharp,50,0.015
A113IOM3ACFXGR,F,English,6,35,laptop,3,Calvin,500,round,500,0.175
A113IOM3ACFXGR,F,English,6,35,laptop,3,Calvin,501,sharp,500,0.18
A113IOM3ACFXGR,F,English,6,35,laptop,3,Calvin,1000,round,1000,0.2
A113IOM3ACFXGR,F,English,6,35,laptop,3,Calvin,1001,sharp,1000,0.18
A113IOM3ACFXGR,F,English,6,35,laptop,3,Calvin,5000,round,5000,0.07
A113IOM3ACFXGR,F,English,6,35,laptop,3,Calvin,5001,sharp,5000,0.06
A113IOM3ACFXGR,F,English,6,35,laptop,3,Calvin,10000,round,10000,0.045
A113IOM3ACFXGR,F,English,6,35,laptop,3,Calvin,10001,sharp,10000,0.04
A2HT6JCMYXK4XP,M,English,4,25,watch,1,Bob,50,round,50,0.0757575757576
A2HT6JCMYXK4XP,M,English,4,25,watch,1,Bob,51,sharp,50,0.151515151515
A2HT6JCMYXK4XP,M,English,4,25,watch,1,Bob,500,round,500,0.227272727273
A2HT6JCMYXK4XP,M,English,4,25,watch,1,Bob,501,sharp,500,0.113636363636
A2HT6JCMYXK4XP,M,English,4,25,watch,1,Bob,1000,round,1000,0.0984848484848
A2HT6JCMYXK4XP,M,English,4,25,watch,1,Bob,1001,sharp,1000,0.0833333333333
A2HT6JCMYXK4XP,M,English,4,25,watch,1,Bob,5000,round,5000,0.0833333333333
A2HT6JCMYXK4XP,M,English,4,25,watch,1,Bob,5001,sharp,5000,0.0833333333333
A2HT6JCMYXK4XP,M,English,4,25,watch,1,Bob,10000,round,10000,0.0530303030303
A2HT6JCMYXK4XP,M,English,4,25,watch,1,Bob,10001,sharp,10000,0.030303030303
A2HT6JCMYXK4XP,M,English,4,25,electric kettle,2,Calvin,50,round,50,0.52
A2HT6JCMYXK4XP,M,English,4,25,electric kettle,2,Calvin,51,sharp,50,0.373333333333
A2HT6JCMYXK4XP,M,English,4,25,electric kettle,2,Calvin,500,round,500,0.0533333333333
A2HT6JCMYXK4XP,M,English,4,25,electric kettle,2,Calvin,501,sharp,500,0.0533333333333
A2HT6JCMYXK4XP,M,English,4,25,electric kettle,2,Calvin,1000,round,1000,0.0
A2HT6JCMYXK4XP,M,English,4,25,electric kettle,2,Calvin,1001,sharp,1000,0.0
A2HT6JCMYXK4XP,M,English,4,25,electric kettle,2,Calvin,5000,round,5000,0.0
A2HT6JCMYXK4XP,M,English,4,25,electric kettle,2,Calvin,5001,sharp,5000,0.0
A2HT6JCMYXK4XP,M,English,4,25,electric kettle,2,Calvin,10000,round,10000,0.0
A2HT6JCMYXK4XP,M,English,4,25,electric kettle,2,Calvin,10001,sharp,10000,0.0
A2HT6JCMYXK4XP,M,English,4,25,laptop,3,Alex,50,round,50,0.0
A2HT6JCMYXK4XP,M,English,4,25,laptop,3,Alex,51,sharp,50,0.0
A2HT6JCMYXK4XP,M,English,4,25,laptop,3,Alex,500,round,500,0.192546583851
A2HT6JCMYXK4XP,M,English,4,25,laptop,3,Alex,501,sharp,500,0.180124223602
A2HT6JCMYXK4XP,M,English,4,25,laptop,3,Alex,1000,round,1000,0.223602484472
A2HT6JCMYXK4XP,M,English,4,25,laptop,3,Alex,1001,sharp,1000,0.223602484472
A2HT6JCMYXK4XP,M,English,4,25,laptop,3,Alex,5000,round,5000,0.0745341614907
A2HT6JCMYXK4XP,M,English,4,25,laptop,3,Alex,5001,sharp,5000,0.055900621118
A2HT6JCMYXK4XP,M,English,4,25,laptop,3,Alex,10000,round,10000,0.0248447204969
A2HT6JCMYXK4XP,M,English,4,25,laptop,3,Alex,10001,sharp,10000,0.0248447204969
